time,ax,ay,az
2019-11-21 14:9:34.3480,1.53,0.7,-0.35
2019-11-21 14:9:34.4480,0.6,-0.72,-0.32
2019-11-21 14:9:34.5480,0.13,-0.41,-0.16
2019-11-21 14:9:34.6480,-0.24,0.69,0.04
2019-11-21 14:9:34.7480,-2.48,0.68,0.41
2019-11-21 14:9:34.8490,-0.44,2.49,0.01
2019-11-21 14:9:34.9480,-0.03,0.06,-0.11
2019-11-21 14:9:35.0480,-0.03,0.0,-0.13
2019-11-21 14:9:35.1490,0.06,0.06,-0.09
2019-11-21 14:9:35.2490,0.31,0.17,0.06
2019-11-21 14:9:35.3490,1.32,0.8,-0.34
2019-11-21 14:9:35.4490,0.61,0.37,-0.24
2019-11-21 14:9:35.5490,1.11,-0.44,-0.46
2019-11-21 14:9:35.6490,0.39,-0.3,-0.26
2019-11-21 14:9:35.7480,-0.7,1.73,0.07
2019-11-21 14:9:35.8480,-2.36,0.19,0.65
2019-11-21 14:9:35.9490,-1.07,-0.98,-0.69
2019-11-21 14:9:36.0490,-0.13,0.08,-0.01
2019-11-21 14:9:36.1490,-0.05,-0.01,-0.13
2019-11-21 14:9:36.2490,0.06,0.07,-0.03
2019-11-21 14:9:36.3490,0.4,0.32,0.02
2019-11-21 14:9:36.4490,1.82,1.63,-0.37
2019-11-21 14:9:36.5490,-0.23,0.18,-0.36
2019-11-21 14:9:36.6490,0.47,-0.4,-0.12
2019-11-21 14:9:36.7490,0.1,0.25,0.14
2019-11-21 14:9:36.8490,-1.55,1.61,-0.14
2019-11-21 14:9:36.9490,0.99,0.95,0.94
2019-11-21 14:9:37.0490,-0.64,0.31,-0.08
2019-11-21 14:9:37.1490,-0.22,-0.07,-0.21
2019-11-21 14:9:37.2490,0.07,0.05,-0.15
2019-11-21 14:9:37.3500,0.32,0.0,-0.01
2019-11-21 14:9:37.4490,0.65,0.55,-0.25
2019-11-21 14:9:37.5490,1.56,0.3,-0.32
2019-11-21 14:9:37.6500,0.72,-0.89,-0.23
2019-11-21 14:9:37.7500,0.24,-0.48,-0.22
2019-11-21 14:9:37.8500,-0.3,0.84,-0.1
2019-11-21 14:9:37.9500,-2.52,0.8,0.51
2019-11-21 14:9:38.0500,-0.08,2.29,0.27
2019-11-21 14:9:38.1500,0.45,0.11,-0.17
2019-11-21 14:9:38.2500,0.1,0.08,-0.03
2019-11-21 14:9:38.3500,0.03,0.1,-0.05
2019-11-21 14:9:38.4500,0.21,0.24,0.0
2019-11-21 14:9:38.5500,1.06,0.65,-0.18
2019-11-21 14:9:38.6500,1.11,0.22,-0.49
2019-11-21 14:9:38.7500,1.16,-0.56,-0.46
2019-11-21 14:9:38.8500,0.37,-0.29,-0.15
2019-11-21 14:9:38.9500,-0.68,1.19,0.17
2019-11-21 14:9:39.0500,-2.41,0.24,0.93
2019-11-21 14:9:39.1500,0.34,1.36,0.47
2019-11-21 14:9:39.2500,0.34,0.05,-0.21
2019-11-21 14:9:39.3510,-0.04,0.03,-0.1
2019-11-21 14:9:39.4510,0.05,0.05,0.07
2019-11-21 14:9:39.5510,0.19,0.25,0.05
2019-11-21 14:9:39.6510,1.11,0.66,-0.3
2019-11-21 14:9:39.7510,0.73,0.23,-0.42
2019-11-21 14:9:39.8510,1.01,-0.58,-0.52
2019-11-21 14:9:39.9510,0.34,-0.34,-0.37
2019-11-21 14:9:40.0510,-0.87,1.94,0.01
2019-11-21 14:9:40.1510,-2.39,0.1,0.81
2019-11-21 14:9:40.2510,-0.01,-0.11,0.13
2019-11-21 14:9:40.3510,0.26,0.05,-0.14
2019-11-21 14:9:40.4510,-0.08,-0.0,-0.1
2019-11-21 14:9:40.5510,0.04,0.01,-0.05
2019-11-21 14:9:40.6510,0.37,0.32,-0.11
2019-11-21 14:9:40.7510,1.69,1.25,-0.24
2019-11-21 14:9:40.8510,-0.14,0.37,-0.21
2019-11-21 14:9:40.9510,0.82,-0.38,-0.48
2019-11-21 14:9:41.0510,0.36,0.0,-0.33
2019-11-21 14:9:41.1510,-1.11,1.23,0.33
2019-11-21 14:9:41.2510,-1.85,0.74,0.69
2019-11-21 14:9:41.3520,-1.57,-0.6,-0.13
2019-11-21 14:9:41.4520,-0.37,0.06,-0.08
2019-11-21 14:9:41.5520,-0.01,0.04,-0.14
2019-11-21 14:9:41.6520,0.11,-0.03,-0.11
2019-11-21 14:9:41.7520,0.34,0.3,0.01
2019-11-21 14:9:41.8520,1.64,1.35,-0.57
2019-11-21 14:9:41.9520,-0.4,0.28,-0.42
2019-11-21 14:9:42.0520,0.35,-0.37,-0.33
2019-11-21 14:9:42.1520,0.15,0.25,-0.12
2019-11-21 14:9:42.2520,-1.03,1.05,0.63
2019-11-21 14:9:42.3520,-1.73,0.95,-0.01
2019-11-21 14:9:42.4520,-1.28,-0.58,0.28
2019-11-21 14:9:42.5520,-0.42,-0.06,-0.03
2019-11-21 14:9:42.6520,-0.06,-0.0,-0.09
2019-11-21 14:9:42.7520,0.05,0.05,-0.11
2019-11-21 14:9:42.8530,0.39,0.3,-0.04
2019-11-21 14:9:42.9520,1.69,1.46,-0.19
2019-11-21 14:9:43.0520,-0.18,0.22,-0.44
2019-11-21 14:9:43.1520,0.58,-0.38,-0.22
2019-11-21 14:9:43.2530,0.25,0.12,-0.14
2019-11-21 14:9:43.3520,-1.29,1.32,0.5
2019-11-21 14:9:43.4530,-0.7,0.78,0.28
2019-11-21 14:9:43.5530,-1.53,-0.09,0.19
2019-11-21 14:9:43.6530,-0.41,-0.08,-0.05
2019-11-21 14:9:43.7530,-0.02,0.03,-0.08
2019-11-21 14:9:43.8530,0.16,-0.02,-0.06
2019-11-21 14:9:43.9530,0.42,0.4,-0.15
2019-11-21 14:9:44.0530,1.15,1.4,-0.15
2019-11-21 14:9:44.1530,0.17,-0.52,-0.09
2019-11-21 14:9:44.2530,0.25,-0.49,-0.26
2019-11-21 14:9:44.3530,-0.07,0.4,0.07
2019-11-21 14:9:44.4530,-1.7,1.4,0.27
2019-11-21 14:9:44.5530,1.44,0.34,0.89
2019-11-21 14:9:44.6530,-0.89,0.33,-0.01
2019-11-21 14:9:44.7530,-0.31,-0.08,-0.07
2019-11-21 14:9:44.8530,-0.06,0.01,-0.08
2019-11-21 14:9:44.9530,0.1,0.03,-0.04
2019-11-21 14:9:45.0530,0.41,0.39,-0.17
2019-11-21 14:9:45.1530,1.45,1.36,-0.12
2019-11-21 14:9:45.2540,0.02,-0.31,-0.3
2019-11-21 14:9:45.3540,0.32,-0.52,-0.23
2019-11-21 14:9:45.4540,0.07,0.27,-0.2
2019-11-21 14:9:45.5530,-1.33,1.41,0.42
2019-11-21 14:9:45.6540,1.47,0.58,1.39
2019-11-21 14:9:45.7540,-0.85,0.16,0.07
2019-11-21 14:9:45.8540,-0.34,-0.09,-0.14
2019-11-21 14:9:45.9540,-0.06,-0.01,-0.14
2019-11-21 14:9:46.0540,0.13,-0.03,0.08
2019-11-21 14:9:46.1540,0.35,0.42,-0.26
2019-11-21 14:9:46.2540,1.5,1.43,-0.22
